
----------------------------------------
JN18122.log
detection date	time	duration	tag type	tag id	read count	empty record count	antenna num
06/18/12	00:59:33	00:00:00	R	0000_0000000174764773	1	4452	A1
06/18/12	01:14:28	00:00:00	R	0000_0000000174764773	1	4556	A1
06/18/12	01:29:23	00:00:00	R	0000_0000000174764773	2	4478	A1
06/18/12	01:44:18	00:00:00	R	0000_0000000174764773	1	5215	A1
06/18/12	01:59:13	00:00:00	R	0000_0000000174764773	1	4668	A1
06/18/12	02:14:07	00:00:00	R	0000_0000000174764773	1	4468	A1
06/18/12	02:29:02	00:00:00	R	0000_0000000174764773	1	4948	A1
06/18/12	02:29:02	00:00:00	R	0000_0000000174764773	1	1	A1
06/18/12	02:43:57	00:00:00	R	0000_0000000174764773	1	5420	A1
06/18/12	02:58:51	00:00:00	R	0000_0000000174764773	1	4586	A1
06/18/12	03:13:46	00:00:00	R	0000_0000000174764773	2	4442	A1
06/18/12	03:28:41	00:00:00	R	0000_0000000174764773	1	4529	A1
06/18/12	03:43:35	00:00:00	R	0000_0000000174764773	1	4536	A1
06/18/12	03:58:30	00:00:00	R	0000_0000000174764773	1	4501	A1
06/18/12	04:13:25	00:00:00	R	0000_0000000174764773	1	4466	A1
06/18/12	04:28:20	00:00:00	R	0000_0000000174764773	2	4443	A1
06/18/12	04:43:15	00:00:00	R	0000_0000000174764773	1	4443	A1
06/18/12	04:58:09	00:00:00	R	0000_0000000174764773	1	4443	A1
06/18/12	05:13:04	00:00:00	R	0000_0000000174764773	1	4444	A1
06/18/12	05:27:59	00:00:00	R	0000_0000000174764773	1	4444	A1
06/18/12	05:42:53	00:00:00	R	0000_0000000174764773	1	4444	A1
06/18/12	05:57:48	00:00:00	R	0000_0000000174764773	1	4443	A1
06/18/12	06:12:43	00:00:00	R	0000_0000000174764773	1	4444	A1
06/18/12	06:27:37	00:00:00	R	0000_0000000174764773	1	4442	A1
